TN,TX,TAVG,RH_AVG,SS,FF_X,DDD_X,FF_AVG,Encoding CUACA
0.40540540540540526,0.4466019417475726,0.3624999999999998,0.5294117647058822,0.7619047619047619,0.1111111111111111,0.6358543417366948,0.5,1
0.5135135135135132,0.5922330097087376,0.375,0.7647058823529411,0.6190476190476191,0.16666666666666669,0.43977591036414565,0.5,1
0.5675675675675675,0.6407766990291259,0.5874999999999999,0.3529411764705883,0.38095238095238093,0.16666666666666669,0.13165266106442577,0.5,0
0.5405405405405403,0.3883495145631066,0.4249999999999998,0.6764705882352939,0.6095238095238096,0.16666666666666669,0.7478991596638656,0.5,1
0.5675675675675675,0.7184466019417468,0.5374999999999996,0.5588235294117645,0.6952380952380952,0.16666666666666669,0.5518207282913166,0.5,1
0.6351351351351351,0.43689320388349495,0.3999999999999999,0.7352941176470589,0.0761904761904762,0.05555555555555555,0.5518207282913166,0.5,1
0.45945945945945965,0.6796116504854366,0.5,0.5588235294117645,0.7619047619047619,0.16666666666666669,0.4677871148459384,0.5,1
0.41891891891891886,0.7281553398058249,0.625,0.4117647058823528,0.3142857142857142,0.1111111111111111,0.27170868347338933,0.25,1
0.5135135135135132,0.6213592233009702,0.38749999999999973,0.7941176470588234,0.2666666666666666,0.1111111111111111,0.6638655462184875,0.5,1
0.40540540540540526,0.46601941747572795,0.34999999999999964,0.6470588235294117,0.2,0.16666666666666669,0.5518207282913166,0.25,1
0.40540540540540526,0.6504854368932036,0.3374999999999999,0.7941176470588234,0.6571428571428571,0.1111111111111111,0.49579831932773105,0.5,1
0.4864864864864864,0.6213592233009702,0.4874999999999998,0.5588235294117645,0.7142857142857142,0.05555555555555555,0.10364145658263306,0.25,1
0.32432432432432456,0.6601941747572817,0.375,0.4411764705882355,0.7619047619047619,0.1111111111111111,0.5238095238095238,0.5,0
0.40540540540540526,0.6893203883495143,0.5124999999999997,0.6764705882352939,0.22857142857142854,0.1111111111111111,0.5798319327731093,0.5,1
0.7567567567567566,0.5145631067961163,0.34999999999999964,0.8529411764705883,0.7047619047619048,0.1111111111111111,0.7198879551820728,0.25,1
0.5945945945945947,0.7669902912621351,0.6374999999999997,0.4411764705882355,0.4,0.1111111111111111,0.8599439775910365,0.5,0
0.5,0.2524271844660193,0.2999999999999998,0.7941176470588234,0.7523809523809524,0.1111111111111111,0.07563025210084034,0.25,0
0.5135135135135132,0.8834951456310676,0.5625,0.5,0.0,0.1111111111111111,0.4117647058823529,0.5,1
0.5135135135135132,0.8834951456310676,0.44999999999999973,0.6176470588235294,0.7619047619047619,0.16666666666666669,0.43977591036414565,0.5,0
0.14864864864864868,0.70873786407767,0.5749999999999997,0.5882352941176472,0.3523809523809524,0.05555555555555555,0.9159663865546219,0.5,1
0.4459459459459456,0.5242718446601939,0.375,0.6764705882352939,0.7333333333333333,0.1111111111111111,0.6638655462184875,0.25,1
0.6216216216216215,0.7281553398058249,0.6999999999999997,0.32352941176470607,0.3047619047619048,0.05555555555555555,0.9719887955182073,0.5,0
0.6756756756756754,0.8252427184466016,0.7749999999999999,0.3529411764705883,0.27619047619047615,0.1111111111111111,0.7198879551820728,0.5,1
0.3513513513513513,0.6504854368932036,0.5499999999999998,0.5882352941176472,0.22857142857142854,0.1111111111111111,0.5518207282913166,0.5,1
0.7162162162162158,0.5533980582524269,0.5499999999999998,0.47058823529411775,0.20952380952380953,0.05555555555555555,0.7478991596638656,0.5,0
0.5945945945945947,0.34951456310679596,0.3624999999999998,0.7352941176470589,0.7619047619047619,0.05555555555555555,0.9159663865546219,0.25,0
0.4864864864864864,0.6796116504854366,0.5,0.5294117647058822,0.47619047619047616,0.1111111111111111,0.7198879551820728,0.5,1
0.4864864864864864,0.5339805825242716,0.3999999999999999,0.7352941176470589,0.21904761904761902,0.1111111111111111,0.7478991596638656,0.25,1
0.7567567567567566,0.3398058252427183,0.4249999999999998,0.8235294117647061,0.3047619047619048,0.1111111111111111,0.7478991596638656,0.25,1
0.4864864864864864,0.5922330097087376,0.5124999999999997,0.6764705882352939,0.11428571428571427,0.1111111111111111,0.6918767507002801,0.25,1
0.7297297297297298,0.7864077669902909,0.5,0.7647058823529411,0.29523809523809524,0.05555555555555555,0.8879551820728292,0.25,1
0.45945945945945965,0.5922330097087376,0.375,0.6470588235294117,0.7619047619047619,0.1111111111111111,0.5238095238095238,0.5,0
0.5810810810810807,0.6504854368932036,0.5249999999999999,0.5294117647058822,0.3714285714285714,0.05555555555555555,0.35574229691876746,0.5,1
0.14864864864864868,0.8155339805825235,0.6624999999999996,0.47058823529411775,0.0,0.1111111111111111,0.49579831932773105,0.5,1
0.5945945945945947,0.27184466019417464,0.26249999999999973,0.8235294117647061,0.14285714285714285,0.0,0.803921568627451,0.25,1
0.5405405405405403,0.7475728155339803,0.5749999999999997,0.4117647058823528,0.32380952380952377,0.1111111111111111,0.43977591036414565,0.5,0
0.7297297297297298,0.5533980582524269,0.5374999999999996,0.5294117647058822,0.19047619047619047,0.1111111111111111,0.3277310924369748,0.5,0
0.6216216216216215,0.7961165048543686,0.625,0.4117647058823528,0.01904761904761905,0.1111111111111111,0.21568627450980393,0.5,1
0.3648648648648649,0.5436893203883493,0.38749999999999973,0.5588235294117645,0.7142857142857142,0.16666666666666669,0.742296918767507,0.5,1
0.5945945945945947,0.7864077669902909,0.28749999999999964,0.7352941176470589,0.5714285714285714,0.16666666666666669,0.6358543417366948,0.25,1
0.5135135135135132,0.5145631067961163,0.41249999999999964,0.6764705882352939,0.7619047619047619,0.1111111111111111,0.0196078431372549,0.5,1
0.6081081081081079,0.6116504854368934,0.47499999999999964,0.6176470588235294,0.5523809523809523,0.1111111111111111,0.8319327731092437,0.5,1
0.5405405405405403,0.70873786407767,0.5,0.5588235294117645,0.0761904761904762,0.05555555555555555,0.24369747899159663,0.25,1
0.6216216216216215,0.6310679611650483,0.5749999999999997,0.5882352941176472,0.5047619047619047,0.2222222222222222,0.35574229691876746,0.5,1
0.6013513513513513,0.4174757281553396,0.44999999999999973,0.7058823529411766,0.43809523809523804,0.05555555555555555,0.43977591036414565,0.25,1
0.5675675675675675,0.6310679611650483,0.5874999999999999,0.5882352941176472,0.6571428571428571,0.1111111111111111,0.24369747899159663,0.5,0
0.3513513513513513,0.6893203883495143,0.3999999999999999,0.47058823529411775,0.5142857142857143,0.1111111111111111,0.04761904761904762,0.5,0
0.5405405405405403,0.7475728155339803,0.5374999999999996,0.5294117647058822,0.0761904761904762,0.1111111111111111,0.43977591036414565,0.25,1
0.4864864864864864,0.37864077669902896,0.32499999999999973,0.5588235294117645,0.22857142857142854,0.05555555555555555,0.24369747899159663,0.25,1
0.6621621621621623,0.8640776699029118,0.6374999999999997,0.47058823529411775,0.3333333333333333,0.1111111111111111,0.7759103641456583,0.5,1
0.6486486486486482,0.7572815533980584,0.625,0.5,0.14285714285714285,0.1111111111111111,0.49579831932773105,0.5,1
0.21621621621621623,0.6504854368932036,0.2124999999999999,0.7941176470588234,0.4,0.27777777777777773,0.6918767507002801,0.5,1
0.5,0.5728155339805823,0.4624999999999999,0.6176470588235294,0.19047619047619047,0.05555555555555555,0.1596638655462185,0.5,1
0.41891891891891886,0.7864077669902909,0.6749999999999998,0.4117647058823528,0.19047619047619047,0.1111111111111111,0.27170868347338933,0.25,1
0.41891891891891886,0.2524271844660193,0.2749999999999999,0.7352941176470589,0.5333333333333332,0.27777777777777773,0.9159663865546219,0.25,1
0.5675675675675675,0.5339805825242716,0.3999999999999999,0.6470588235294117,0.7619047619047619,0.05555555555555555,0.7198879551820728,0.25,1
0.5135135135135132,0.8446601941747569,0.5374999999999996,0.4117647058823528,0.16190476190476188,0.1111111111111111,0.13165266106442577,0.5,1
0.22972972972972983,0.5533980582524269,0.32499999999999973,0.6764705882352939,0.8952380952380953,0.1111111111111111,0.1596638655462185,0.5,1
0.32432432432432456,0.8640776699029118,0.5124999999999997,0.5,0.7904761904761906,0.1111111111111111,0.49579831932773105,0.5,0
0.7027027027027026,0.6213592233009702,0.5,0.7352941176470589,0.24761904761904763,0.1111111111111111,0.3837535014005602,0.25,1
0.40540540540540526,0.8640776699029118,0.5499999999999998,0.4117647058823528,0.7047619047619048,0.16666666666666669,0.35574229691876746,0.5,0
0.6756756756756754,0.70873786407767,0.3999999999999999,0.7058823529411766,0.3142857142857142,0.1111111111111111,0.7759103641456583,0.5,1
0.5675675675675675,0.4271844660194173,0.3624999999999998,0.6764705882352939,0.3904761904761904,0.05555555555555555,0.8319327731092437,0.5,1
0.5135135135135132,0.8058252427184467,0.5749999999999997,0.6176470588235294,0.41904761904761906,0.1111111111111111,0.5238095238095238,0.25,1
0.6756756756756754,0.4271844660194173,0.4624999999999999,0.6470588235294117,0.7619047619047619,0.1111111111111111,0.10364145658263306,0.25,1
0.43243243243243246,0.6699029126213585,0.5749999999999997,0.4117647058823528,0.7714285714285714,0.2222222222222222,0.10364145658263306,0.75,0
0.37837837837837807,0.7864077669902909,0.5999999999999996,0.5294117647058822,0.0761904761904762,0.1111111111111111,0.8319327731092437,0.5,1
0.37837837837837807,0.6699029126213585,0.3999999999999999,0.47058823529411775,0.7619047619047619,0.1111111111111111,0.1596638655462185,0.25,1
0.3513513513513513,0.3592233009708736,0.2749999999999999,0.8235294117647061,0.9523809523809523,0.1111111111111111,0.4117647058823529,0.25,1
0.7297297297297298,0.8834951456310676,0.8125,0.38235294117647056,0.6666666666666666,0.1111111111111111,0.803921568627451,0.5,0
0.6486486486486482,0.8058252427184467,0.7249999999999996,0.2941176470588234,0.638095238095238,0.16666666666666669,0.1876750700280112,0.5,1
0.40540540540540526,0.6699029126213585,0.3999999999999999,0.7647058823529411,0.7904761904761906,0.1111111111111111,0.07563025210084034,0.25,1
0.6216216216216215,0.7475728155339803,0.6999999999999997,0.38235294117647056,0.40952380952380946,0.16666666666666669,0.10364145658263306,0.75,0
0.5945945945945947,0.49514563106796095,0.41249999999999964,0.6470588235294117,0.5523809523809523,0.05555555555555555,0.1596638655462185,0.25,1
0.5270270270270272,0.6116504854368934,0.5249999999999999,0.5588235294117645,0.0,0.16666666666666669,0.21568627450980393,0.5,1
0.3918918918918921,0.6893203883495143,0.5499999999999998,0.5,0.7142857142857142,0.1111111111111111,0.7478991596638656,0.5,1
0.5945945945945947,0.5533980582524269,0.47499999999999964,0.6470588235294117,0.47619047619047616,0.05555555555555555,0.6358543417366948,0.25,1
0.4729729729729728,0.49514563106796095,0.41249999999999964,0.6176470588235294,0.0,0.16666666666666669,0.49579831932773105,0.5,0
0.3513513513513513,0.6504854368932036,0.375,0.7352941176470589,0.0,0.05555555555555555,0.8879551820728292,0.25,1
0.5675675675675675,0.6310679611650483,0.5874999999999999,0.5588235294117645,0.2666666666666666,0.16666666666666669,0.1596638655462185,0.5,1
0.3378378378378377,0.3689320388349513,0.28749999999999964,0.8529411764705883,0.6571428571428571,0.16666666666666669,0.607843137254902,0.25,1
0.4864864864864864,0.29126213592232997,0.2749999999999999,0.7647058823529411,0.7619047619047619,0.05555555555555555,0.8319327731092437,0.25,1
0.6486486486486482,0.41262135922330057,0.5499999999999998,0.5882352941176472,0.2857142857142857,0.05555555555555555,0.07563025210084034,0.5,1
0.5675675675675675,0.6893203883495143,0.5374999999999996,0.6470588235294117,0.48571428571428565,0.05555555555555555,0.4677871148459384,0.25,0
0.6756756756756754,0.6116504854368934,0.3624999999999998,0.8235294117647061,0.41904761904761906,0.05555555555555555,0.6358543417366948,0.5,1
0.5675675675675675,0.8834951456310676,0.5874999999999999,0.47058823529411775,0.21904761904761902,0.1111111111111111,0.7759103641456583,0.5,1
0.5270270270270268,0.8155339805825235,0.5999999999999996,0.3529411764705883,0.34285714285714286,0.05555555555555555,0.6358543417366948,0.5,1
0.32432432432432456,0.70873786407767,0.5999999999999996,0.47058823529411775,0.7142857142857142,0.05555555555555555,0.6638655462184875,0.5,0
0.5135135135135132,0.7961165048543686,0.5749999999999997,0.4117647058823528,0.01904761904761905,0.16666666666666669,0.21568627450980393,0.5,1
0.5270270270270272,0.16504854368932032,0.2124999999999999,0.7058823529411766,0.0761904761904762,0.05555555555555555,0.607843137254902,0.5,1
0.7297297297297298,0.7378640776699026,0.5249999999999999,0.5588235294117645,0.7238095238095237,0.1111111111111111,0.0196078431372549,0.5,1
0.7027027027027026,0.5533980582524269,0.6374999999999997,0.47058823529411775,0.4,0.05555555555555555,0.7478991596638656,0.5,1
0.5810810810810807,0.4271844660194173,0.3999999999999999,0.6764705882352939,0.7619047619047619,0.1111111111111111,0.6918767507002801,0.25,1
0.5405405405405403,0.29126213592232997,0.32499999999999973,0.7058823529411766,0.7619047619047619,0.2222222222222222,0.7478991596638656,0.5,1
0.29729729729729737,0.3592233009708736,0.26249999999999973,0.7058823529411766,0.3904761904761904,0.0,0.7198879551820728,0.25,1
0.43243243243243246,0.7281553398058249,0.3624999999999998,0.6764705882352939,0.6571428571428571,0.16666666666666669,0.5518207282913166,0.5,1
0.554054054054054,0.6796116504854366,0.5625,0.5294117647058822,0.7619047619047619,0.1111111111111111,0.1876750700280112,0.25,1
0.4729729729729728,0.6310679611650483,0.47499999999999964,0.5588235294117645,0.7619047619047619,0.05555555555555555,0.7759103641456583,0.25,1
0.6418918918918917,0.70873786407767,0.5499999999999998,0.5882352941176472,0.09523809523809523,0.1111111111111111,0.3837535014005602,0.5,1
0.29729729729729737,0.5339805825242716,0.4874999999999998,0.6764705882352939,0.6761904761904761,0.05555555555555555,0.8879551820728292,0.25,1
0.6216216216216215,0.8446601941747569,0.5124999999999997,0.6176470588235294,0.18095238095238092,0.05555555555555555,0.6638655462184875,0.25,1
0.6756756756756754,0.9417475728155336,0.8499999999999996,0.23529411764705888,0.7428571428571428,0.2222222222222222,0.7198879551820728,0.75,0
0.5945945945945947,0.7766990291262132,0.5625,0.5588235294117645,0.7428571428571428,0.1111111111111111,0.6918767507002801,0.5,1
0.6081081081081079,0.2233009708737863,0.22499999999999964,0.8823529411764706,0.11428571428571427,0.0,0.9439775910364147,0.25,1
0.32432432432432456,0.5533980582524269,0.3999999999999999,0.6764705882352939,0.8952380952380953,0.16666666666666669,0.1876750700280112,0.5,1
0.4864864864864864,0.4757281553398056,0.3125,0.7941176470588234,0.8285714285714284,0.05555555555555555,0.4117647058823529,0.25,1
0.5675675675675675,0.6116504854368934,0.41249999999999964,0.6470588235294117,0.48571428571428565,0.16666666666666669,0.43977591036414565,0.25,1
0.45945945945945965,0.6116504854368934,0.5749999999999997,0.5588235294117645,0.2,0.1111111111111111,0.04761904761904762,0.5,0
0.7567567567567566,0.7572815533980584,0.7374999999999998,0.38235294117647056,0.7619047619047619,0.16666666666666669,0.24369747899159663,0.5,0
0.6216216216216215,0.7766990291262132,0.6374999999999997,0.4411764705882355,0.42857142857142855,0.16666666666666669,0.24369747899159663,0.5,1
0.689189189189189,0.8446601941747569,0.6875,0.4117647058823528,0.40952380952380946,0.1111111111111111,0.5518207282913166,0.75,1
0.5675675675675675,0.6893203883495143,0.5249999999999999,0.7352941176470589,0.7904761904761906,0.1111111111111111,0.6918767507002801,0.25,1
0.6081081081081079,0.6116504854368934,0.5124999999999997,0.6470588235294117,0.32380952380952377,0.1111111111111111,0.5518207282913166,0.5,1
0.5405405405405403,0.6893203883495143,0.47499999999999964,0.6764705882352939,0.7333333333333333,0.1111111111111111,0.1596638655462185,0.25,1
0.6756756756756754,0.8446601941747569,0.6374999999999997,0.4411764705882355,0.2857142857142857,0.1111111111111111,0.29971988795518206,0.5,1
0.45945945945945965,0.6893203883495143,0.5499999999999998,0.5294117647058822,0.2571428571428572,0.1111111111111111,0.43977591036414565,0.25,1
0.32432432432432456,0.6504854368932036,0.4624999999999999,0.4411764705882355,0.7619047619047619,0.1111111111111111,0.6638655462184875,0.25,1
0.5270270270270272,0.08737864077669899,0.13749999999999973,0.9117647058823528,0.7619047619047619,0.05555555555555555,0.7198879551820728,0.25,0
0.6756756756756754,0.8834951456310676,0.5749999999999997,0.5294117647058822,0.23809523809523808,0.2222222222222222,0.7478991596638656,0.5,1
0.5405405405405403,0.7378640776699026,0.7124999999999999,0.38235294117647056,0.7809523809523808,0.1111111111111111,0.1596638655462185,0.5,1
0.37837837837837807,0.7766990291262132,0.5,0.5294117647058822,0.8095238095238095,0.16666666666666669,0.6918767507002801,0.25,1
0.5675675675675675,0.5922330097087376,0.5999999999999996,0.5294117647058822,0.1333333333333333,0.1111111111111111,1.0,0.5,1
0.6216216216216215,0.7669902912621351,0.7999999999999998,0.2941176470588234,0.5809523809523809,0.05555555555555555,0.6358543417366948,0.5,1
0.40540540540540526,0.6310679611650483,0.44999999999999973,0.6470588235294117,0.18095238095238092,0.16666666666666669,0.13165266106442577,0.5,1
0.5675675675675675,0.7475728155339803,0.875,0.1470588235294117,0.6571428571428571,0.1111111111111111,0.9719887955182073,0.5,0
0.5945945945945947,0.8252427184466016,0.7374999999999998,0.2941176470588234,0.4666666666666667,0.16666666666666669,0.7198879551820728,0.75,0
0.45945945945945965,0.18446601941747565,0.1875,0.8823529411764706,0.7619047619047619,0.16666666666666669,0.6638655462184875,0.25,1
0.5135135135135132,0.7475728155339803,0.4874999999999998,0.5,0.7333333333333333,0.1111111111111111,0.8319327731092437,0.25,1
0.40540540540540526,0.8058252427184467,0.4624999999999999,0.5294117647058822,0.41904761904761906,0.27777777777777773,1.0,0.5,1
0.6216216216216215,0.2815533980582523,0.3125,0.7647058823529411,0.23809523809523808,0.05555555555555555,0.10364145658263306,0.5,1
0.6486486486486482,0.7572815533980584,0.44999999999999973,0.5882352941176472,0.6952380952380952,0.1111111111111111,0.7759103641456583,0.75,1
0.4729729729729728,0.6116504854368934,0.47499999999999964,0.5294117647058822,0.7428571428571428,0.05555555555555555,0.35574229691876746,0.25,1
0.4864864864864864,0.6019417475728153,0.34999999999999964,0.7352941176470589,0.0,0.05555555555555555,0.7198879551820728,0.25,1
0.6756756756756754,0.43689320388349495,0.4249999999999998,0.7647058823529411,0.7619047619047619,0.1111111111111111,0.13165266106442577,0.25,1
0.5,0.20388349514563098,0.3374999999999999,0.8823529411764706,0.3142857142857142,0.05555555555555555,0.6358543417366948,0.25,1
0.0,0.7475728155339803,0.5874999999999999,0.4117647058823528,0.20952380952380953,0.1111111111111111,0.6638655462184875,0.5,1
0.6216216216216215,0.8640776699029118,0.8249999999999997,0.38235294117647056,0.7428571428571428,0.16666666666666669,0.7198879551820728,0.5,1
0.3513513513513513,0.5145631067961163,0.3125,0.7941176470588234,0.3142857142857142,0.0,0.5798319327731093,0.25,1
0.7027027027027026,0.7669902912621351,0.6999999999999997,0.5,0.3904761904761904,0.05555555555555555,0.21568627450980393,0.5,0
0.45945945945945965,0.6699029126213585,0.5374999999999996,0.5294117647058822,0.7619047619047619,0.16666666666666669,0.5798319327731093,0.5,1
0.6756756756756754,0.5728155339805823,0.5374999999999996,0.5882352941176472,0.09523809523809523,0.1111111111111111,0.4117647058823529,0.5,1
0.6216216216216215,0.6504854368932036,0.47499999999999964,0.6470588235294117,0.0,0.1111111111111111,0.04761904761904762,0.5,1
0.5135135135135132,0.70873786407767,0.6875,0.2647058823529411,0.01904761904761905,0.2222222222222222,0.10364145658263306,0.75,0
0.6486486486486482,0.70873786407767,0.5999999999999996,0.4411764705882355,0.8666666666666666,0.27777777777777773,0.3837535014005602,0.5,0
0.7027027027027026,0.6310679611650483,0.5999999999999996,0.5294117647058822,0.3333333333333333,0.1111111111111111,0.10364145658263306,0.5,1
0.45945945945945965,0.6699029126213585,0.47499999999999964,0.6176470588235294,0.6,0.05555555555555555,0.21568627450980393,0.25,1
0.6756756756756754,0.8349514563106792,0.75,0.32352941176470607,0.7142857142857142,0.16666666666666669,0.4117647058823529,0.5,0
0.45945945945945965,0.6116504854368934,0.4249999999999998,0.6470588235294117,0.7619047619047619,0.1111111111111111,0.10364145658263306,0.25,0
0.5135135135135132,0.6310679611650483,0.4624999999999999,0.5294117647058822,0.7619047619047619,0.1111111111111111,0.43977591036414565,0.5,1
0.6216216216216215,0.6699029126213585,0.47499999999999964,0.6176470588235294,0.6,0.1111111111111111,0.5518207282913166,0.5,1
0.6756756756756754,0.7864077669902909,0.7124999999999999,0.32352941176470607,0.9333333333333333,0.2222222222222222,0.1596638655462185,0.5,0
0.45945945945945965,0.16504854368932032,0.23749999999999982,0.8235294117647061,0.7619047619047619,0.05555555555555555,0.7198879551820728,0.25,1
0.43243243243243246,0.3398058252427183,0.3624999999999998,0.6176470588235294,0.06666666666666665,0.0,0.8879551820728292,0.25,1
0.6756756756756754,0.6310679611650483,0.47499999999999964,0.6764705882352939,0.1523809523809524,0.05555555555555555,0.803921568627451,0.5,1
0.4864864864864864,0.6310679611650483,0.44999999999999973,0.5882352941176472,0.1523809523809524,0.05555555555555555,0.8599439775910365,0.5,1
0.7027027027027026,0.43689320388349495,0.4874999999999998,0.7058823529411766,0.24761904761904763,0.0,0.35574229691876746,0.25,1
0.43243243243243246,0.5728155339805823,0.3624999999999998,0.6764705882352939,0.8666666666666666,0.05555555555555555,0.6358543417366948,0.25,1
0.40540540540540526,0.5339805825242716,0.5,0.5294117647058822,0.0,0.05555555555555555,0.9159663865546219,0.5,1
0.45945945945945965,0.6504854368932036,0.4624999999999999,0.5588235294117645,0.3904761904761904,0.16666666666666669,0.07563025210084034,0.5,1
0.4729729729729728,0.6893203883495143,0.5499999999999998,0.5,0.7619047619047619,0.16666666666666669,0.5518207282913166,0.5,1
0.7567567567567566,0.6310679611650483,0.5499999999999998,0.6764705882352939,0.7619047619047619,0.2222222222222222,0.7759103641456583,0.25,1
0.5945945945945947,0.4563106796116503,0.625,0.4117647058823528,0.2,0.1111111111111111,0.8319327731092437,0.5,1
0.5675675675675675,0.6990291262135919,0.5625,0.5,0.7619047619047619,0.1111111111111111,0.803921568627451,0.5,0
0.3513513513513513,0.7669902912621351,0.5,0.5,0.3333333333333333,0.16666666666666669,0.1876750700280112,0.5,0
0.4459459459459456,0.3980582524271843,0.1875,0.9117647058823528,0.0,0.05555555555555555,0.27170868347338933,0.25,1
0.6756756756756754,0.7475728155339803,0.5874999999999999,0.4117647058823528,0.6666666666666666,0.1111111111111111,0.49579831932773105,0.5,1
0.6216216216216215,0.5922330097087376,0.5,0.5294117647058822,0.14285714285714285,0.16666666666666669,1.0,0.5,1
0.4864864864864864,0.7378640776699026,0.6749999999999998,0.2941176470588234,0.9238095238095236,0.2222222222222222,0.04761904761904762,0.5,0
0.5405405405405403,0.7669902912621351,0.5999999999999996,0.5294117647058822,0.0,0.05555555555555555,0.9439775910364147,0.5,1
0.3918918918918921,0.7475728155339803,0.4874999999999998,0.5294117647058822,0.7619047619047619,0.16666666666666669,0.1876750700280112,0.5,0
0.5135135135135132,0.8058252427184467,0.4624999999999999,0.6176470588235294,0.11428571428571427,0.1111111111111111,0.49579831932773105,0.5,1
0.6486486486486482,1.0,0.6124999999999998,0.5588235294117645,0.48571428571428565,0.05555555555555555,0.9719887955182073,0.5,1
0.6216216216216215,0.10679611650485432,0.28749999999999964,0.8235294117647061,0.047619047619047616,0.1111111111111111,0.8599439775910365,0.5,1
0.5675675675675675,0.5339805825242716,0.375,0.6764705882352939,0.7619047619047619,0.16666666666666669,0.5798319327731093,0.25,1
0.7567567567567566,0.7864077669902909,0.6749999999999998,0.47058823529411775,0.5238095238095237,0.16666666666666669,0.1596638655462185,0.5,0
0.6216216216216215,0.8058252427184467,0.7374999999999998,0.3529411764705883,0.5523809523809523,0.1111111111111111,0.24369747899159663,0.5,0
0.5945945945945947,0.6310679611650483,0.47499999999999964,0.6470588235294117,0.0,0.1111111111111111,0.10364145658263306,0.5,1
0.6081081081081079,0.26213592233009697,0.375,0.6470588235294117,0.7619047619047619,0.16666666666666669,0.6638655462184875,0.5,1
0.6013513513513513,0.5922330097087376,0.5749999999999997,0.5294117647058822,0.40952380952380946,0.1111111111111111,0.5238095238095238,0.5,1
0.6756756756756754,0.6893203883495143,0.5874999999999999,0.38235294117647056,0.6857142857142857,0.1111111111111111,0.8319327731092437,0.5,1
0.554054054054054,0.49514563106796095,0.38749999999999973,0.6470588235294117,0.7619047619047619,0.1111111111111111,0.7478991596638656,0.5,1
0.5,0.4854368932038833,0.44999999999999973,0.6470588235294117,0.7619047619047619,0.1111111111111111,0.7198879551820728,0.5,1
0.3513513513513513,0.5728155339805823,0.3624999999999998,0.5294117647058822,0.2,0.05555555555555555,0.7478991596638656,0.5,1
0.6216216216216215,0.6504854368932036,0.5,0.5588235294117645,0.0,0.1111111111111111,0.8879551820728292,0.5,1
0.4864864864864864,0.5728155339805823,0.3374999999999999,0.7352941176470589,0.0,0.1111111111111111,0.04761904761904762,0.25,1
0.21621621621621623,0.7864077669902909,0.3999999999999999,0.5882352941176472,0.8857142857142858,0.1111111111111111,0.49579831932773105,0.5,0
0.6216216216216215,0.30097087378640763,0.34999999999999964,0.7941176470588234,0.40952380952380946,0.1111111111111111,0.6358543417366948,0.5,1
0.4729729729729728,0.43689320388349495,0.4375,0.5588235294117645,0.12380952380952381,0.05555555555555555,0.9159663865546219,0.5,1
0.40540540540540526,0.6504854368932036,0.5625,0.47058823529411775,0.6666666666666666,0.1111111111111111,0.803921568627451,0.5,1
0.5945945945945947,0.43689320388349495,0.5,0.6176470588235294,0.6095238095238096,0.1111111111111111,0.803921568627451,0.25,1
0.6216216216216215,0.5825242718446599,0.5249999999999999,0.5588235294117645,0.7619047619047619,0.05555555555555555,0.6638655462184875,0.25,0
0.5945945945945947,0.26213592233009697,0.34999999999999964,0.7058823529411766,0.3333333333333333,0.05555555555555555,0.49579831932773105,0.5,1
0.4864864864864864,0.3398058252427183,0.28749999999999964,0.8823529411764706,0.32380952380952377,0.1111111111111111,0.3277310924369748,0.25,1
0.5405405405405403,0.26213592233009697,0.28749999999999964,0.8529411764705883,0.5238095238095237,0.1111111111111111,0.9159663865546219,0.25,1
0.7027027027027026,0.4271844660194173,0.41249999999999964,0.7647058823529411,0.3142857142857142,0.16666666666666669,0.5518207282913166,0.5,1
0.5810810810810807,0.6990291262135919,0.5249999999999999,0.5294117647058822,0.7619047619047619,0.05555555555555555,0.4677871148459384,0.25,0
0.3918918918918921,0.6116504854368934,0.38749999999999973,0.6176470588235294,0.7619047619047619,0.1111111111111111,0.35574229691876746,0.25,0
0.4864864864864864,0.6310679611650483,0.5124999999999997,0.5,0.6476190476190475,0.2222222222222222,0.7198879551820728,0.5,1
0.6216216216216215,0.5728155339805823,0.5249999999999999,0.7058823529411766,0.2857142857142857,0.1111111111111111,0.13165266106442577,0.5,1
0.5675675675675675,0.6699029126213585,0.5124999999999997,0.5,0.7619047619047619,0.05555555555555555,0.1596638655462185,0.25,1
0.45945945945945965,0.7475728155339803,0.6749999999999998,0.17647058823529393,0.7904761904761906,0.16666666666666669,0.13165266106442577,0.5,0
0.7702702702702702,0.49514563106796095,0.5124999999999997,0.6764705882352939,0.7619047619047619,0.1111111111111111,0.5518207282913166,0.25,0
0.5675675675675675,0.4757281553398056,0.41249999999999964,0.6470588235294117,0.43809523809523804,0.0,0.7478991596638656,0.25,1
0.554054054054054,0.30097087378640763,0.23749999999999982,0.7647058823529411,0.5523809523809523,0.2222222222222222,0.803921568627451,0.5,1
0.37837837837837807,0.3980582524271843,0.3624999999999998,0.7647058823529411,0.19047619047619047,0.1111111111111111,0.13165266106442577,0.25,1
0.689189189189189,0.5339805825242716,0.4375,0.7352941176470589,0.14285714285714285,0.1111111111111111,0.24369747899159663,0.5,1
0.3513513513513513,0.6504854368932036,0.5625,0.47058823529411775,0.16190476190476188,0.1111111111111111,0.07563025210084034,0.5,0
0.6756756756756754,0.70873786407767,0.5625,0.5294117647058822,0.7619047619047619,0.1111111111111111,0.1876750700280112,0.25,0
